vuelta,tiempo_us,voltaje_V
2124,30588889.0,0.06687114
2124,30611438.0,0.10796063
2124,30634052.0,0.14743876
2124,30656640.0,0.22886244
2124,30679248.0,0.2610895
2124,30701802.0,0.30298466
2124,30724411.0,0.342462768
2124,30747073.0,0.3456855
2124,30769627.0,0.34326848
2124,30792191.0,0.31909816
2124,30814827.0,0.27639736
2124,30837484.0,0.23208516
2124,30860109.0,0.172414752
2124,30882767.0,0.117628744
2124,30905455.0,0.07089952
2124,30927999.0,0.0362554368
2124,30950671.0,0.01772488
2124,30973210.0,0.01772488
2124,30995757.0,0.045117876
2124,31018340.0,0.0725108736
2124,31041008.0,0.12810254
2124,31063598.0,0.18933394
2124,31086203.0,0.26270086
2124,31108801.0,0.32634926
2124,31131394.0,0.381135268
2124,31154051.0,0.42549784
2124,31176640.0,0.43919432
2124,31199211.0,0.4496681
2124,31221758.0,0.42630348
2124,31244328.0,0.39080336
2124,31266919.0,0.3360174
2124,31289432.0,0.27962004
2124,31312034.0,0.21194324
2124,31334619.0,0.14502175
2124,31357275.0,0.098292516
2124,31379922.0,0.056397344
2124,31402558.0,0.024975966
2124,31425155.0,0.0032227054
2124,31447776.0,0.03142138
2124,31470307.0,0.06848249
2124,31492864.0,0.116017392
2124,31515535.0,0.14582742
2124,31538144.0,0.22
2124,31560624.0,0.27317464
2124,31583224.0,0.31184712
2124,31605808.0,0.35857632
2124,31628370.0,0.3626047
2124,31650912.0,0.348908232
2124,31673572.0,0.31668116
2124,31696149.0,0.26511788
2124,31718761.0,0.22886244
2124,31741348.0,0.17402608
2124,31763950.0,0.1297139
2124,31786480.0,0.06687114
2124,31809014.0,0.0386724616
2124,31831671.0,0.014502174
2124,31854269.0,0.014502174
2124,31876872.0,0.041089492
2124,31899512.0,0.08701304
2124,31927730.0,0.14905013
2124,31950394.0,0.210331868
2124,31973082.0,0.27317464
2124,31995672.0,0.34165712
2124,32018260.0,0.39644312
2124,32040845.0,0.4198581
2124,32063402.0,0.43436024
2124,32085992.0,0.4496681
2124,32108557.0,0.40530556
2124,32131148.0,0.38194096
2124,32153742.0,0.3158755
2124,32176286.0,0.25464408
2124,32198877.0,0.18611124
2124,32221457.0,0.12810254
2124,32244063.0,0.07573357
2124,32266622.0,0.04350652
2124,32289169.0,0.02175326
2124,32311720.0,0.027392994
2125,32334351.0,0.041089492
2125,32356962.0,0.07895628
2125,32379520.0,0.12568552
2125,32402123.0,0.19819638
2125,32424725.0,0.23127946
2125,32447371.0,0.29009384
2125,32470023.0,0.32232088
2125,32492668.0,0.34165712
2125,32515283.0,0.347296868
2125,32537939.0,0.33440602
2125,32560549.0,0.30781874
2125,32583147.0,0.25947816
2125,32605719.0,0.20872054
2125,32628312.0,0.15146714
2125,32650929.0,0.10957198
2125,32673533.0,0.053980312
2125,32696140.0,0.024975966
2125,32718731.0,0.016919204
2125,32741334.0,0.0193362308
2125,32764028.0,0.047534904
2125,32786648.0,0.0918471
2125,32809131.0,0.15388418
2125,32831730.0,0.22
2125,32854206.0,0.29251088
2125,32876812.0,0.348908232
2125,32899458.0,0.402082836
2125,32922111.0,0.435165936
2125,32944762.0,0.4528908
2125,32967313.0,0.44563972
2125,32989935.0,0.4198581
2125,33012551.0,0.37227284
2125,33035171.0,0.32151524
2125,33057767.0,0.24819868
2125,33080358.0,0.18127718
2125,33102955.0,0.13051957
2125,33125567.0,0.08137331
2125,33148126.0,0.04350652
2125,33170681.0,0.023364612
2125,33193279.0,0.027392994
2125,33215887.0,0.040283816
2125,33238460.0,0.09265278
2125,33261009.0,0.13857633
2125,33283631.0,0.1869169
2125,33306184.0,0.229668116
2125,33328848.0,0.30540168
2125,33351418.0,0.32634926
2125,33374023.0,0.347296868
2125,33396689.0,0.3529366
2125,33419217.0,0.33440602
2125,33441831.0,0.304596
2125,33464320.0,0.26350652
2125,33486922.0,0.2046418
2125,33509456.0,0.14582742
2125,33532096.0,0.1023209
2125,33554715.0,0.05075761
2125,33577300.0,0.02417029
2125,33599860.0,0.012890821
2125,33622463.0,0.020141908
2125,33645050.0,0.05075761
2125,33667591.0,0.09668116
2125,33690133.0,0.1603296
2125,33712665.0,0.2264454
2125,33735201.0,0.27236894
2125,33757789.0,0.34326848
2125,33780371.0,0.39160908
2125,33802948.0,0.42549784
2125,33825524.0,0.42630348
2125,33848094.0,0.43194324
2125,33870694.0,0.4028885
2125,33893244.0,0.37066148
2125,33915830.0,0.30379036
2125,33938415.0,0.2441703
2125,33960975.0,0.18933394
2125,33983572.0,0.12246281
2125,34006184.0,0.086207376
2125,34028763.0,0.04350652
2125,34051316.0,0.022558938
2125,34073956.0,0.029810024
2126,34096665.0,0.0193362308
