periodo,t_vuelta,voltaje,t_voltaje
,,0.6938384,28
,,0.64066376,29
,,0.41094528,30
,,0.16435798,31
,,0.04592355,32
,,0.033838408,33
,,0.061231404,34
,,0.33521172,35
,,0.20383612,36
,,0.4504738,37
,,0.83246504,38
,,0.8590524,39
,,0.6229389,40
,,0.452085152,41
,,0.192556652,42
,,0.233696492,0
,,0.16355228,1
,,0.12729685,0
,,0.49478596,1
,,0.7180087,2
,,0.90819864,3
,,0.9363974,4
,,1.1878186,5
,,1.3699518,6
,,0.9162555,7
,,0.6720851,8
,,0.17966582,9
,,0.034644084,10
,,0.030615702,11
,,0.03947814,12
,,0.18611124,13
,,0.5624628,14
,,0.92511784,15
,,0.92511784,16
,,0.825213936,17
,,0.66402832,18
,,0.46014192,19
,,0.44886244,20
,,0.09909819,21
,,0.31426412,22
,,0.2675349,23
,,0.6833646,24
,,0.57615924,25
,,0.70431216,26
,,0.714786,27
,,0.73331656,28
,,0.49478596,29
,,0.26672924,30
,,0.11198901,31
,,0.02175326,32
,,0.0,33
,,0.0016113527,34
,,0.25786676,35
,,0.4367773,36
,,0.73331656,37
,,0.63421832,38
,,0.522179,39
,,0.5254017,40
,,0.17966582,41
,,0.113600368,42
,,0.3150698,0
,,0.194168,1
,,0.30620736,0
,,0.4681987,1
,,0.60113524,2
,,0.664834,3
,,0.9130327,4
,,1.1249759,5
,,0.9984344,6
,,0.7590982,7
,,0.48028384,8
,,0.16194094,9
,,0.030615702,10
,,0.0,11
,,0.29331654,12
,,0.37549552,13
,,0.43436024,14
,,0.8001877,15
,,0.98554352,16
,,0.632607,17
,,0.67933624,18
,,0.68255896,19
,,0.329572,20
,,0.2602838,21
,,0.094264136,22
,,0.10070954,23
,,0.419052432,24
,,0.6656397,25
,,0.6221332,26
,,0.68014184,27
,,0.655166,28
,,0.329572,29
,,0.2699519,30
,,0.020947584,31
,,0.04834058,32
,,0.0,33
,,0.1973907,34
,,0.176443132,35
,,0.68578168,36
,,0.6728908,37
,,0.8654978,38
,,0.9968231,39
,,0.5568231,40
,,0.54715496,41
,,0.20222476,42
,,0.15710689,0
,,0.034644084,1
,,0.17402608,0
,,0.33440602,1
,,0.28687114,2
,,0.801799,3
,,0.87274888,4
,,1.2119889,5
,,1.054882,6
,,0.60194092,7
,,0.63985808,8
,,0.09506981,9
,,0.07089952,10
,,0.06767681,11
,,0.12407415,12
,,0.3529366,13
,,0.58179904,14
,,1.2200457,15
,,1.1934584,16
,,1.050048,17
,,0.60355232,18
,,0.31345844,19
,,0.36099336,20
,,0.210331868,21
,,0.0,22
,,0.08540169,23
,,0.18933394,24
,,0.5254017,25
,,0.4504738,26
,,0.51089952,27
,,0.6761135,28
,,0.4028885,29
,,0.28606544,30
,,0.05962005,31
,,0.21274892,32
,,0.07815061,33
,,0.244975968,34
,,0.43436024,35
,,0.9517052,36
,,0.9041703,37
,,0.83488216,38
,,0.9863493,39
,,0.6672511,40
,,0.42146944,41
,,0.0443122,42
,,0.029004348,0
,,0.0,1
,,0.080567632,0
,,0.04189517,1
,,0.387580668,2
,,0.70270088,3
,,0.91464408,4
,,0.991989,5
,,1.0072968,6
,,0.6189105,7
,,0.7711833,8
,,0.2433646,9
,,0.047534904,10
,,0.2264454,11
,,0.384358,12
,,0.5237903,13
,,0.8356878,14
,,0.735733568,15
,,1.0371573,16
,,1.0169649,17
,,0.52862436,18
,,0.7760174,19
,,0.2441703,20
,,0.015307851,21
,,0.0,22
,,0.10151522,23
,,0.244975968,24
,,0.37227284,25
,,0.6446921,26
,,0.54151524,27
,,0.84938424,28
,,0.5181506,29
,,0.074927896,30
,,0.57615924,31
,,0.116017392,32
,,0.094264136,33
,,0.53265276,34
,,0.3255436,35
,,0.5165392,36
,,1.047631,37
,,0.8864454,38
,,0.57777068,39
,,0.64066376,40
,,0.49236896,41
,,0.062037076,42
,,0.020141908,0
