periodo_ms,t_vuelta_us,voltaje,t_voltaje_us,vuelta
,,0.9750698,70879,0
,,0.85019,71141,0
,,0.963790336,71401,0
,,1.1128907,71662,0
,,1.4545983,71922,0
,,0.55440604,72183,0
,,1.1410894,72444,0
,,1.4836026,72705,0
,,1.4287662,72967,0
,,1.2934127,73227,0
,,1.4086243,73487,0
,,1.0185763,73749,0
,,0.48028384,74010,0
,,0.60355232,74270,0
,,1.3586725,74529,0
,,1.2660197,74790,0
,,0.753458436,75049,0
,,0.18772258,75310,0
,,1.1958754,75569,0
,,0.6986725,75829,0
,,0.225639732,76089,0
,,0.20222476,76349,0
,,0.9629847,76609,0
,,0.96943,76869,0
,,0.36179904,77129,0
,,0.7687663,77389,0
,,0.72042568,77648,0
,,0.0,77908,0
,,0.0,78170,0
,,0.5181506,78431,0
,,0.19980774,78691,0
,,0.427914836,78953,0
,,0.221611344,79216,0
,,0.11521172,79475,0
,,0.07412223,79736,0
,,0.00080567632,79997,0
,,0.0,80256,0
,,0.0,80518,0
,,0.0,80778,0
,,0.0,81039,0
,,0.0,81298,0
,,0.0,81559,0
,,0.0,81820,0
,,0.0,82080,0
,,0.0,82339,0
,,0.0,82601,0
,,0.0,82861,0
,,0.0,83122,0
,,0.0,83382,0
,,0.0,83643,0
,,0.024975966,83904,0
,,0.08540169,84164,0
,,0.0,84424,0
,,0.098292516,84684,0
,,0.0,84946,0
,,0.0,85207,0
,,0.3110414,85468,0
,,0.45611356,85729,0
,,0.8429389,85989,0
,,0.0,86249,0
,,0.1973907,86511,0
,,0.3150698,86771,0
,,0.4569192,87032,0
,,0.386775,87291,0
,,0.677724836,87552,0
,,1.1580087,87814,0
,,1.0685786,88075,0
,,0.991989,88335,0
,,0.9468711,88595,0
,,1.0000458,88857,0
,,1.1854017,89117,0
,,1.104834,89378,0
,,0.9194781,89638,0
,,1.2386267,89900,0
,,1.2224628,90161,0
,,1.1080568,90422,0
,,1.2853559,90683,0
,,1.2716594,90943,0
,,1.4674891,91205,0
,,1.5569191,91465,0
,,1.71327068,91724,0
,,1.452987,91985,0
,,1.4715174,92245,0
,,1.537583,92505,0
,,1.4682947,92765,0
,,1.3191943,93026,0
,,1.4682947,93287,0
,,1.2789105,93548,0
,,0.888056768,93808,0
,,0.9170611,94069,0
,,1.3304738,94331,0
,,1.1016114,94590,0
,,0.4528908,94852,0
,,0.96943,95113,0
,,0.44725108,95375,0
,,0.6720851,95636,0
,,0.4915633,95897,0
,,0.0,96157,0
,,0.769571936,96417,0
,,0.10393225,96678,0
,,0.26672924,96937,0
,,0.013696497,97198,0
,,0.05962005,97459,0
,,0.033838408,97720,0
,,0.0,97980,0
,,0.09990387,98260,1
,,0.074927896,98523,1
,,0.0,98785,1
,,0.0,99048,1
,,0.0,99310,1
,,0.0,99571,1
,,0.03303273,99834,1
,,0.0,100094,1
,,0.0,100356,1
,,0.0,100616,1
,,0.0,100889,1
,,0.0,101151,1
,,0.11279469,101414,1
,,0.0,101676,1
,,0.090235752,101936,1
,,0.052368964,102199,1
,,0.05075761,102460,1
,,0.29089952,102724,1
,,0.38355228,102984,1
,,0.1329366,103246,1
,,0.3795239,103507,1
,,0.58502176,103768,1
,,0.9138384,104029,1
,,0.5439322,104289,1
,,0.46578164,104549,1
,,0.8654978,104810,1
,,1.3030808,105072,1
,,0.753458436,105332,1
,,1.3409476,105595,1
,,1.2869673,105855,1
,,1.5069673,106116,1
,,1.4021789,106379,1
,,1.0331288,106639,1
,,1.7777249,106900,1
,,1.70440832,107162,1
,,1.6189562,107423,1
,,1.3602837,107684,1
,,1.4868254,107944,1
,,1.4860196,108206,1
,,1.5673931,108468,1
,,1.5134127,108729,1
,,1.4964934,108989,1
,,1.4819913,109249,1
,,1.490048,109509,1
,,1.3941221,109771,1
,,1.3208057,110032,1
,,1.1193361,110292,1
,,1.1314213,110556,1
,,1.0879148,110816,1
,,1.0556878,111076,1
,,0.87838868,111337,1
,,1.1845961,111597,1
,,0.7051179,111858,1
,,0.8646921,112120,1
,,1.0572991,112381,1
,,0.497203016,112641,1
,,0.8622751,112901,1
,,0.9138384,113161,1
,,0.70431216,113420,1
,,0.1361593,113681,1
,,0.72042568,113942,1
,,0.329572,114203,1
,,0.015307851,114463,1
,,0.0,114723,1
,,0.0,114983,1
,,0.2739803,115244,1
,,0.13696498,115505,1
,,0.0,115765,1
,,0.086207376,116026,1
,,0.076539256,116288,1
,,0.0,116547,1
,,0.011279469,116807,1
,,0.0,117070,1
,,0.0,117331,1
,,0.0,117590,1
,,0.22402838,117851,1
,,0.213554584,118109,1
,,0.43113756,118371,1
,,0.27317464,118631,1
,,0.39563744,118892,1
,,0.180471508,119153,1
,,0.15549552,119414,1
,,0.17966582,119674,1
,,0.415024,119934,1
,,0.3182925,120195,1
,,0.19900206,120455,1
,,0.438388616,120715,1
,,0.482700832,120976,1
,,0.735733568,121235,1
,,0.6277729,121496,1
,,0.6543603,121756,1
,,0.68255896,122015,1
,,0.6285786,122274,1
,,0.89772488,122535,1
,,0.63018996,122797,1
,,0.80985576,123057,1
,,0.6277729,123318,1
,,0.8372991,123578,1
,,0.98393224,123838,1
,,0.815495536,124098,1
,,0.9541222,124359,1
,,0.33198902,124620,1
,,1.3627008,124882,1
,,0.83407648,125143,1
,,0.7558755,125405,1
,,0.4295262,125665,1
,,1.2264912,125928,1
,,0.6132204,126187,1
,,0.9065873,126447,1
,,0.8397162,126708,1
,,0.7889082,126968,1
,,0.2441703,127230,1
,,0.5898558,127491,1
,,1.067773,127751,1
,,0.40530556,128012,1
,,0.57213084,128273,1
,,0.59791256,128534,1
,,0.42549784,128793,1
,,0.359382,129054,1
,,0.3182925,129313,1
,,0.5165392,129576,1
,,0.33521172,129837,1
,,0.2699519,130098,1
,,0.26592352,130358,1
,,0.33279468,130619,1
,,0.19497368,130880,1
,,0.51170516,131143,1
,,0.2675349,131403,1
,,0.0,131664,1
,,0.65999996,131925,1
,,0.7848798,132185,1
,,0.0,132445,1
,,0.0,132706,1
,,0.609192,132968,1
,,0.011279469,133230,1
,,0.4028885,133492,1
,,0.0,133751,1
,,0.0,134012,1
,,0.01772488,134273,1
,,0.40611124,134534,1
,,0.0,134793,1
,,0.31023574,135053,1
,,0.26672924,135314,1
,,0.013696497,135575,1
,,0.7655436,135835,1
,,0.06042573,136096,1
,,0.31990388,136356,1
,,0.427914836,136616,1
,,0.3456855,136878,1
,,0.05317464,137140,1
,,0.5181506,137401,1
,,0.664834,137664,1
,,0.5133165,137924,1
,,0.46578164,138185,1
,,0.43113756,138445,1
,,0.67530787,138706,1
,,0.55440604,138967,1
,,0.689810036,139227,1
,,0.7639323,139487,1
,,0.81307848,139747,1
,,0.43919432,140007,1
,,0.37227284,140267,1
,,0.5753536,140527,1
,,0.579382,140787,1
,,0.4327489,141048,1
,,0.50928816,141308,1
,,0.25464408,141567,1
,,0.58099336,141828,1
,,0.61805444,142088,1
,,0.438388616,142349,1
,,0.606775,142609,1
,,0.6745022,142870,1
,,0.5366811,143131,1
,,0.474644068,143391,1
,,0.39805448,143651,1
,,0.7985763,143910,1
,,0.55037768,144168,1
,,0.6277729,144430,1
,,0.38355228,144690,1
,,0.33198902,144951,1
,,0.14099336,145213,1
,,0.68417024,145473,1
,,0.0,145734,1
,,0.0,145995,1
,,0.4843122,146254,1
,,0.55601732,146516,1
,,0.10070954,146776,1
,,0.38999772,147037,1
,,0.0,147296,1
,,0.015307851,147556,1
,,0.16113527,147817,1
,,0.180471508,148078,1
,,0.0,148338,1
,,0.0,148598,1
,,0.024975966,148858,1
,,0.19980774,149119,1
,,0.025781642,149381,1
,,0.28203704,149641,1
,,0.15549552,149902,1
,,0.076539256,150163,1
,,0.12810254,150425,1
,,0.10393225,150686,1
,,0.24739298,150947,1
,,0.0,151206,1
,,0.8389105,151468,1
,,0.82924232,151729,1
,,1.0887204,151989,1
,,0.5681025,152250,1
,,0.6849759,152511,1
,,0.13535362,152771,1
,,1.3014694,153033,1
,,0.6318013,153294,1
,,1.0879148,153555,1
,,0.5237903,153816,1
,,0.7687663,154076,1
,,1.0347401,154338,1
,,0.4367773,154599,1
,,1.1982925,154860,1
,,0.7776287,155121,1
,,0.304596,155382,1
,,0.9025589,155644,1
,,0.85180136,155903,1
,,1.1700939,156164,1
,,0.9750698,156426,1
,,1.4384344,156687,1
,,0.801799,156948,1
,,0.7510414,157208,1
,,1.1620371,157470,1
,,0.9984344,157731,1
,,0.9952117,157993,1
,,1.3506157,158254,1
,,1.0693843,158516,1
,,1.0734126,158778,1
,,1.1185305,159039,1
,,1.1298101,159299,1
,,0.917866736,159560,1
,,0.99037768,159821,1
,,0.76796068,160083,1
,,0.6519432,160343,1
,,0.64388644,160603,1
,,0.5181506,160864,1
,,0.7752117,161126,1
,,0.6583887,161386,1
,,0.38999772,161647,1
,,0.61805444,161907,1
,,0.5036484,162167,1
,,0.049146256,162427,1
,,0.10393225,162687,1
,,0.34649116,162948,1
,,0.028198672,163207,1
,,0.12326848,163468,1
,,0.4335546,163728,1
,,0.0,163991,1
,,0.0370611136,164250,1
,,0.012890821,164511,1
,,0.02417029,164772,1
,,0.098292516,165031,1
,,0.14502175,165293,1
,,0.0,165571,2
,,0.0,165833,2
,,0.0,166094,2
,,0.0,166355,2
,,0.0,166618,2
,,0.40127716,166882,2
,,0.08217899,167142,2
,,0.0,167404,2
,,0.3827466,167676,2
,,0.27639736,167940,2
,,0.213554584,168202,2
,,0.4536965,168465,2
,,0.31345844,168726,2
,,0.42630348,168987,2
,,0.41094528,169248,2
,,0.5366811,169511,2
,,0.30540168,169774,2
,,0.65919436,170034,2
,,0.714786,170294,2
,,0.8050217,170553,2
,,0.8808056,170813,2
,,0.74298468,171073,2
,,0.9565393,171333,2
,,1.2160174,171594,2
,,1.4199039,171854,2
,,1.4062073,172114,2
,,1.544834,172375,2
,,1.5762554,172636,2
,,1.78900432,172896,2
,,1.70521392,173156,2
,,1.6318472,173417,2
,,1.6729869,173678,2
,,1.4819913,173939,2
,,1.6028427,174200,2
,,1.5955917,174461,2
,,1.9284368,174722,2
,,1.7237446,174982,2
,,1.8252598,175243,2
,,1.2869673,175504,2
,,1.5166353,175764,2
,,1.6076769,176023,2
,,1.1306157,176285,2
,,1.4610437,176546,2
,,1.4126527,176806,2
,,1.3054978,177068,2
,,1.0871091,177329,2
,,1.2797161,177589,2
,,0.87274888,177851,2
,,0.75668116,178110,2
,,0.7889082,178371,2
,,0.91544976,178631,2
,,0.722842736,178893,2
,,0.6559716,179152,2
,,0.63985808,179414,2
,,0.5366811,179674,2
,,0.12487984,179934,2
,,0.09668116,180195,2
,,0.02658732,180458,2
,,0.0,180718,2
,,0.020947584,180978,2
,,0.0,181239,2
,,0.0,181499,2
,,0.0,181759,2
,,0.0,182021,2
,,0.0,182282,2
,,0.0,182543,2
,,0.0,182802,2
,,0.0,183063,2
,,0.0,183325,2
,,0.0,183585,2
,,0.0,183845,2
,,0.0,184105,2
,,0.0,184364,2
,,0.0,184626,2
,,0.0,184887,2
,,0.2917052,185146,2
,,0.0,185407,2
,,0.387580668,185668,2
,,0.39805448,185929,2
,,0.6213275,186187,2
,,0.80985576,186449,2
,,0.55601732,186710,2
,,0.55762876,186971,2
,,0.381135268,187233,2
,,0.58502176,187494,2
,,0.7872969,187755,2
,,0.7889082,188016,2
,,0.47061568,188277,2
,,0.88,188537,2
,,0.8211352,188797,2
,,0.8638865,189058,2
,,1.0274388,189318,2
,,1.1636484,189579,2
,,1.0048798,189840,2
,,0.9500938,190101,2
,,1.1104738,190362,2
,,1.3183887,190622,2
,,1.1145022,190883,2
,,1.4239322,191142,2
,,1.3143603,191402,2
,,1.3900938,191663,2
,,1.374786,191922,2
,,1.3272511,192182,2
,,1.2885786,192444,2
,,1.3981506,192705,2
,,1.1636484,192965,2
,,1.0863035,193227,2
,,1.3369192,193488,2
,,0.68417024,193749,2
