periodo,t_vuelta,voltaje,t_voltaje
,,0.18208284,244521551
,,0.062037076,244521829
,,0.192556652,244522105
,,0.06767681,244522381
,,0.06445411,244522655
,,0.074927896,244522932
,,0.084596016,244523208
,,0.15146714,244523484
,,0.25947816,244523759
,,0.2739803,244524035
,,0.4069169,244524311
,,0.47061568,244524587
,,0.31426412,244524864
,,0.56085148,244525137
,,0.5922728,244525414
,,0.72687112,244525691
,,0.74943008,244525968
,,0.6930327,244526244
,,0.82924232,244526520
,,0.980709568,244526794
,,0.9138384,244527070
,,0.64066376,244527345
,,0.84535584,244527619
,,0.8622751,244527893
,,0.8558297,244528167
,,0.9259235,244528443
,,0.60355232,244528717
,,0.8421332,244528996
,,0.8759716,244529272
,,0.56487984,244529546
,,0.5181506,244529823
,,0.56729684,244530100
,,0.402082836,244530377
,,0.29573356,244530651
,,0.30298466,244530927
,,0.47625544,244531203
,,0.0886244,244531480
,,0.08701304,244531754
,,0.0886244,244532030
,,0.046729224,244532305
,,0.025781642,244532614
,,0.01772488,244532892
,,0.0,244533172
,,0.0056397348,244533450
,,0.02175326,244533724
,,0.0193362308,244533998
,,0.03303273,244534295
,,0.14421608,244534575
,,0.34649116,244534851
,,0.24819868,244535129
,,0.3158755,244535406
,,0.6511376,244535682
,,0.53104144,244535957
,,0.5640741,244536232
,,0.75668116,244536509
,,0.85744104,244536784
,,0.8695262,244537059
,,0.8397162,244537333
,,1.1120851,244537609
,,1.157203,244537884
,,1.0347401,244538158
,,1.3030808,244538435
,,0.43436024,244538711
,,1.3957336,244538985
,,1.1974868,244539260
,,1.317583,244539535
,,1.2507118,244539812
,,0.9565393,244540089
,,0.917866736,244540366
,,1.0315175,244540642
,,0.60838632,244540916
,,0.90900432,244541191
,,0.724454036,244541466
,,0.70431216,244541743
,,0.62374452,244542017
,,0.44805676,244542291
,,0.31023574,244542567
,,0.42549784,244542841
,,0.2812314,244543117
,,0.16355228,244543392
,,0.18611124,244543667
,,0.21838864,244543943
,,0.249004352,244544217
,,0.10957198,244544493
,,0.07895628,244544768
,,0.27639736,244545044
,,0.249004352,244545320
,,0.213554584,244545596
,,0.3497139,244545871
,,0.23208516,244546146
,,0.4036942,244546421
,,0.64066376,244546696
,,0.7051179,244546973
,,0.6422751,244547249
,,0.65919436,244547524
,,0.7284824,244547798
,,0.8638865,244548073
,,0.57454792,244548348
,,1.0492424,244548625
,,0.94445416,244548900
,,1.1386725,244549176
,,1.0306615,244549452
,,0.8461616,244549725
,,1.1233646,244550000
,,0.60516364,244550275
,,0.93800868,244550549
,,0.722842736,244550824
,,0.4980087,244551099
,,0.7389563,244551375
,,0.32151524,244551650
,,0.5995239,244551925
,,0.4069169,244552199
,,0.32634926,244552475
,,0.60838632,244552751
,,0.11118334,244553027
,,0.33521172,244553303
,,0.12085146,244553580
,,0.022558938,244553855
,,0.016919204,244554129
,,0.011279469,244554405
,,0.020141908,244554680
,,0.0378667868,244554955
,,0.0,244555230
,,0.011279469,244555505
,,0.02175326,244555780
,,0.052368964,244556056
,,0.0,244556331
,,0.098292516,244556604
,,0.09265278,244556880
,,0.16274662,244557154
,,0.2812314,244557429
,,0.49478596,244557704
,,0.371467136,244557980
,,0.6656397,244558256
,,0.6688624,244558531
,,0.51573352,244558806
,,0.61805444,244559082
,,0.85744104,244559358
,,0.9130327,244559633
,,0.58824444,244559906
,,0.714786,244560180
,,0.6382467,244560454
,,0.89853052,244560729
,,0.6616113,244561003
,,0.8663035,244561278
,,0.692227,244561555
,,0.5640741,244561831
,,0.6358297,244562107
,,0.5149279,244562382
,,0.4633646,244562656
,,0.45530784,244562933
,,0.348102536,244563208
,,0.65677724,244563482
,,0.12487984,244563758
,,0.41094528,244564036
,,0.30217898,244564311
,,0.22725108,244564588
,,0.196585032,244564863
,,0.31023574,244565139
,,0.21597162,244565415
,,0.274786,244565692
,,0.05720302,244565967
,,0.080567632,244566243
,,0.22,244566519
,,0.08137331,244566793
,,0.10634928,244567069
,,0.225639732,244567345
,,0.13777066,244567620
,,0.33440602,244567897
,,0.13857633,244568173
,,0.076539256,244568448
,,0.44241704,244568722
,,0.33762876,244568997
,,0.35454796,244569273
,,0.705923568,244569549
,,0.6132204,244569825
,,0.7163973,244570101
,,0.7075349,244570377
,,0.8058274,244570651
,,0.73331656,244570926
,,0.72928816,244571200
,,0.705923568,244571476
,,0.7776287,244571752
,,0.57132524,244572026
,,0.8211352,244572301
,,0.5753536,244572575
,,0.57615924,244572851
,,0.6688624,244573127
,,0.69544976,244573403
,,0.43919432,244573678
,,0.43436024,244573952
,,0.37549552,244574228
,,0.414218332,244574502
,,0.30781874,244574778
,,0.17080338,244575054
,,0.2876768,244575328
,,0.06848249,244575605
,,0.10312657,244575882
,,0.06445411,244576157
,,0.058008696,244576430
,,0.03303273,244576737
,,0.032227056,244577016
,,0.07976195,244577293
,,0.11682307,244577571
,,0.09104142,244577845
,,0.0886244,244578142
,,0.22241702,244578421
,,0.08217899,244578699
,,0.3110414,244578974
,,0.55440604,244579254
,,0.5536004,244579530
,,0.44161136,244579806
,,0.86791484,244580081
,,0.69706104,244580357
,,0.9267292,244580633
,,0.9025589,244580907
,,1.024216,244581183
,,1.2063492,244581459
,,1.1120851,244581733
,,1.3473929,244582007
,,1.3739803,244582284
,,1.1322271,244582560
,,1.2958296,244582836
,,1.2869673,244583112
,,1.2136003,244583389
,,0.9227008,244583664
,,1.292607,244583940
,,1.0387685,244584215
,,1.1056398,244584490
,,0.8840284,244584767
,,0.71317464,244585041
,,0.95895624,244585317
,,0.66322272,244585592
,,0.4907576,244585870
,,0.6075807,244586145
,,0.34487984,244586420
,,0.3634104,244586693
,,0.2739803,244586968
,,0.196585032,244587242
,,0.169192032,244587518
,,0.04350652,244587791
,,0.21274892,244588066
,,0.03947814,244588341
,,0.02417029,244588618
,,0.06284276,244588895
,,0.05962005,244589170
,,0.06687114,244589445
,,0.07170519,244589718
,,0.058814372,244589994
,,0.28042572,244590268
,,0.39563744,244590543
,,0.419052432,244590818
,,0.3529366,244591096
,,0.60435796,244591369
,,0.69947816,244591646
,,0.6164431,244591920
,,1.1257816,244592196
,,0.92189512,244592469
,,1.0250217,244592745
,,0.9194781,244593021
,,0.89208516,244593298
,,0.92189512,244593575
,,0.7824628,244593848
,,0.88886243,244594123
,,0.7115633,244594399
,,0.6124147,244594673
,,0.812272836,244594948
,,0.6519432,244595223
,,0.49639736,244595499
,,0.4327489,244595775
,,0.4883406,244596051
,,0.38838636,244596326
,,0.30379036,244596602
,,0.38999772,244596875
,,0.32070952,244597153
,,0.2514214,244597427
,,0.29653924,244597702
,,0.07976195,244597978
,,0.12649119,244598255
,,0.200613416,244598530
,,0.06848249,244598805
,,0.063648424,244599080
,,0.11279469,244599355
,,0.12004577,244599628
,,0.033838408,244599903
,,0.274786,244600177
,,0.058814372,244600451
,,0.42630348,244600726
,,0.3150698,244601001
,,0.22080568,244601275
,,0.43919432,244601550
,,0.44483404,244601827
,,0.65999996,244602102
,,0.8219409,244602378
,,0.53265276,244602655
,,0.73976192,244602929
,,0.9790982,244603204
,,0.56487984,244603478
,,0.8332707,244603755
,,0.74701304,244604030
,,0.8791943,244604304
,,0.722842736,244604579
,,0.817106836,244604856
,,0.72606548,244605131
,,0.6728908,244605406
,,0.6519432,244605680
,,0.66080564,244605957
,,0.58179904,244606232
,,0.51573352,244606507
,,0.73009384,244606782
,,0.29573356,244607058
,,0.3360174,244607331
,,0.21838864,244607607
,,0.29009384,244607881
,,0.3529366,244608158
,,0.04189517,244608432
,,0.340851468,244608706
,,0.03947814,244608982
,,0.0378667868,244609255
,,0.10796063,244609530
,,0.0064454108,244609805
,,0.012085145,244610081
,,0.01772488,244610353
,,0.0,244610630
,,0.008056764,244610903
,,0.04834058,244611179
,,0.094264136,244611457
,,0.41175096,244611734
,,0.07170519,244612009
,,0.19497368,244612286
,,0.14179904,244612561
,,0.27639736,244612838
,,0.3666331,244613113
,,0.44161136,244613389
,,0.365021732,244613665
,,0.5689082,244613940
,,0.65033184,244614216
,,0.5423209,244614490
,,0.5834104,244614767
,,0.70914624,244615042
,,0.75023576,244615317
,,0.8687205,244615592
,,0.7542641,244615868
,,0.8630808,244616146
,,0.67530787,244616420
,,0.8397162,244616695
,,0.7236484,244616969
,,0.76715496,244617245
,,0.714786,244617520
,,0.87516592,244617794
,,0.4633646,244618069
,,0.5858274,244618344
,,0.05317464,244618621
,,0.30620736,244618897
,,0.25786676,244619172
,,0.427109168,244619448
,,0.31426412,244619723
,,0.028198672,244619998
,,0.049951932,244620273
,,0.16516365,244620578
,,0.31668116,244620856
,,0.11682307,244621133
,,0.43113756,244621410
,,0.25544976,244621685
,,0.20791486,244621961
,,0.229668116,244622256
,,0.35777064,244622536
,,0.31990388,244622814
,,0.33440602,244623091
,,0.579382,244623368
,,0.54876624,244623642
,,0.7558755,244623917
,,0.76312652,244624191
,,1.054882,244624468
,,1.0693843,244624744
,,0.854218336,244625019
,,1.1781506,244625295
,,0.96217896,244625570
,,1.2079606,244625847
,,1.1596199,244626121
,,1.2184344,244626398
,,1.1628428,244626674
,,1.3063035,244626949
,,1.2531288,244627223
,,1.157203,244627499
,,0.96217896,244627775
,,1.1773449,244628050
,,0.98715496,244628325
,,1.0572991,244628603
,,0.8872511,244628878
,,0.68578168,244629154
,,0.73331656,244629429
,,0.5858274,244629704
,,0.38355228,244629978
,,0.34165712,244630253
,,0.340045784,244630531
,,0.17483176,244630806
,,0.045117876,244631082
,,0.04350652,244631356
,,0.01772488,244631632
,,0.015307851,244631907
,,0.0,244632181
,,0.0,244632455
,,0.0,244632732
,,0.0064454108,244633007
,,0.0,244633283
,,0.051563284,244633558
,,0.04834058,244633835
,,0.26431218,244634111
,,0.209526216,244634384
,,0.14582742,244634660
,,0.5963012,244634935
,,0.61080336,244635211
,,0.5439322,244635487
,,0.5076768,244635761
,,0.8074388,244636037
,,0.8445502,244636312
,,0.8203296,244636588
,,0.7550698,244636862
,,0.9065873,244637138
,,0.9774868,244637414
,,1.0822752,244637691
,,0.79051952,244637967
,,1.0589105,244638244
,,0.6914214,244638520
,,1.0484366,244638796
,,0.64308084,244639072
,,0.5020371,244639350
,,0.6833646,244639627
,,0.888056768,244639902
,,0.47625544,244640178
,,0.76634932,244640453
,,0.229668116,244640729
,,0.49559168,244641004
,,0.43919432,244641280
,,0.32312656,244641554
,,0.348908232,244641827
,,0.17402608,244642102
,,0.23450216,244642380
,,0.061231404,244642655
,,0.09587548,244642930
,,0.18772258,244643206
,,0.329572,244643481
,,0.1023209,244643756
,,0.3247379,244644030
,,0.22080568,244644307
,,0.19577934,244644581
,,0.3626047,244644858
,,0.33279468,244645132
,,0.44483404,244645409
,,0.6583887,244645686
,,0.37227284,244645959
,,0.48511784,244646232
,,0.6221332,244646508
,,0.7051179,244646784
,,0.6978668,244647059
,,0.7284824,244647333
,,0.5173449,244647609
,,0.78971384,244647883
,,0.47947812,244648157
,,1.0169649,244648433
,,0.53748684,244648708
,,0.6833646,244648984
,,0.7083405,244649260
,,0.435165936,244649535
,,0.37630124,244649810
,,0.17402608,244650085
,,0.43919432,244650362
,,0.3110414,244650637
,,0.22483406,244650914
,,0.42872052,244651189
,,0.042700844,244651465
,,0.27317464,244651741
,,0.188528268,244652018
,,0.05478599,244652292
,,0.07976195,244652566
,,0.0370611136,244652843
,,0.020141908,244653118
,,0.029810024,244653394
,,0.016113528,244653670
,,0.004028382,244653946
,,0.0,244654222
,,0.0,244654496
,,0.0024170288,244654772
,,0.0,244655047
,,0.02175326,244655322
,,0.049951932,244655598
,,0.065259784,244655874
,,0.19336232,244656150
,,0.29573356,244656425
,,0.30943006,244656701
,,0.348102536,244656976
,,0.59146716,244657252
,,0.42872052,244657526
,,0.5020371,244657800
,,0.5294301,244658077
,,0.6099977,244658352
,,1.1322271,244658628
,,0.8106615,244658902
,,0.9396201,244659178
,,0.97104148,244659453
,,0.81952392,244659729
,,1.18943,244660006
,,0.79696492,244660283
,,1.0024628,244660557
,,0.8961135,244660834
,,0.6930327,244661107
,,1.1612314,244661383
,,0.4883406,244661658
,,0.6027466,244661933
,,0.7623209,244662208
,,0.44,244662485
,,0.53426416,244662759
,,0.4681987,244663035
,,0.43436024,244663309
,,0.27075762,244663583
,,0.27075762,244663857
,,0.32232088,244664132
,,0.28284276,244664409
,,0.10151522,244664714
,,0.22080568,244664995
,,0.27962004,244665271
,,0.2232227,244665551
,,0.049146256,244665826
,,0.17805446,244666125
,,0.2514214,244666404
,,0.3497139,244666681
,,0.33521172,244666959
,,0.4730327,244667237
,,0.43194324,244667514
,,0.6543603,244667787
,,0.801799,244668062
,,0.6881986,244668338
,,0.49398032,244668613
,,1.0806637,244668888
,,1.0290501,244669163
,,1.0064912,244669438
,,0.9033646,244669713
,,1.0814694,244669988
,,1.1112794,244670263
,,1.0484366,244670538
,,0.96701304,244670814
,,1.1040284,244671091
,,1.1088624,244671366
,,1.0137423,244671642
,,1.0983887,244671916
,,0.94364848,244672193
,,0.871137536,244672466
,,1.0113251,244672742
,,0.6164431,244673018
,,0.5971069,244673293
,,0.69544976,244673571
,,0.48350652,244673846
,,0.29412222,244674123
,,0.32312656,244674398
,,0.07170519,244674672
,,0.1595239,244674946
,,0.09748684,244675220
,,0.11440604,244675496
,,0.0386724616,244675774
,,0.04189517,244676047
,,0.029810024,244676324
,,0.027392994,244676600
,,0.022558938,244676875
,,0.06767681,244677151
,,0.12890822,244677427
,,0.28928816,244677705
,,0.32634926,244677982
,,0.31184712,244678258
,,0.40530556,244678535
,,0.22241702,244678810
,,0.48350652,244679084
,,0.830048,244679360
,,0.769571936,244679635
,,0.7437903,244679910
,,0.96137332,244680186
,,0.8638865,244680464
,,1.1942642,244680737
,,0.87758296,244681011
,,1.1064454,244681286
,,1.1249759,244681562
,,1.0323231,244681835
,,1.0298558,244682110
,,1.0436027,244682386
,,0.7558755,244682662
,,0.9573449,244682936
,,0.8606637,244683211
,,0.59388416,244683487
,,0.61971616,244683762
,,0.5954955,244684037
,,0.5858274,244684311
,,0.51573352,244684586
,,0.33682304,244684863
,,0.48592356,244685138
,,0.33118334,244685412
,,0.30379036,244685688
,,0.2433646,244685963
,,0.1297139,244686238
,,0.139382,244686513
,,0.17966582,244686788
,,0.15791256,244687064
,,0.12487984,244687342
,,0.10796063,244687619
,,0.14502175,244687895
,,0.1603296,244688171
,,0.027392994,244688446
,,0.05317464,244688720
,,0.355353632,244688996
,,0.27559168,244689272
,,0.2699519,244689548
,,0.19900206,244689825
,,0.52862436,244690100
,,0.5785763,244690376
,,0.427914836,244690651
,,0.59146716,244690929
,,0.72042568,244691204
,,0.36905012,244691480
,,0.576965,244691756
,,0.32070952,244692032
,,0.67530787,244692308
,,0.49639736,244692582
,,0.5584344,244692858
,,0.5213733,244693133
,,0.51170516,244693410
,,0.5527947,244693685
,,0.4004715,244693960
,,0.497203016,244694239
,,0.427914836,244694518
,,0.60435796,244694794
,,0.211137552,244695067
,,0.26270086,244695343
,,0.22483406,244695618
,,0.1909453,244695894
,,0.13454795,244696170
,,0.12085146,244696446
,,0.12810254,244696720
,,0.05075761,244696997
,,0.056397344,244697273
