periodo,t_vuelta,voltaje,t_voltaje
,,1.2240741,9731355
,,0.95815052,9731356
,,1.0217991,9731356
,,1.0790523,9731356
,,0.8687205,9731356
,,0.742179,9731357
,,0.435165936,9731357
,,0.9057816,9731357
,,0.96056768,9731357
,,0.84535584,9731358
,,0.786491136,9731358
,,0.7913253,9731358
,,0.932369,9731359
,,1.1934584,9731359
,,1.0814694,9731359
,,1.6568734,9731359
,,0.9508995,9731360
,,1.6673472,9731360
,,1.6286243,9731360
,,2.245118,9731361
,,2.182275,9731361
,,2.1137924,9731361
,,2.4514212,9731361
,,1.9679148,9731362
,,1.416681,9731362
,,1.7172991,9731362
,,2.2467292,9731362
,,2.2402838,9731363
,,2.3676312,9731363
,,1.9381048,9731363
,,2.0992904,9731364
,,1.5303318,9731364
,,1.5980088,9731364
,,1.6874892,9731364
,,1.93327068,9731365
,,1.6366811,9731365
,,0.9790982,9731365
,,1.7189104,9731366
,,1.4158754,9731366
,,1.2466835,9731366
,,1.6286243,9731366
,,1.0556878,9731367
,,0.7961593,9731367
,,0.6463035,9731367
,,0.84938424,9731367
,,0.34487984,9731368
,,0.435971616,9731368
,,0.20383612,9731368
,,0.14905013,9731369
,,0.0,9731369
,,0.08701304,9731369
,,0.11521172,9731369
,,0.22886244,9731370
,,0.0,9731370
,,0.020947584,9731370
,,0.30781874,9731370
,,0.0,9731371
,,0.16838636,9731371
,,0.475449736,9731371
,,0.139382,9731372
,,0.0,9731372
,,0.9968231,9731372
,,0.5439322,9731372
,,0.36905012,9731373
,,0.69706104,9731373
,,0.98473792,9731373
,,1.214406,9731374
,,1.3111376,9731374
,,1.4803798,9731374
,,1.5158297,9731374
,,0.965401664,9731375
,,1.86398268,9731375
,,1.2555458,9731375
,,1.5432228,9731375
,,1.3925108,9731376
,,1.4029847,9731376
,,1.6915176,9731376
,,1.3651179,9731377
,,1.5230808,9731377
,,1.6262074,9731377
,,1.4005675,9731377
,,1.5238864,9731378
,,1.2103777,9731378
,,1.3965392,9731378
,,1.1064454,9731378
,,0.9960174,9731379
,,1.2619914,9731379
,,1.6165392,9731379
,,1.5520852,9731380
,,1.0395743,9731380
,,1.6036484,9731380
,,1.1008056,9731380
,,1.535166,9731381
,,0.7945479,9731381
,,0.609192,9731381
,,0.8413275,9731382
,,0.207109168,9731382
,,0.9339803,9731382
,,1.5681987,9731382
,,0.34407416,9731383
,,1.0685786,9731383
,,0.33118334,9731383
,,1.07019,9731383
,,0.5028428,9731384
,,0.9259235,9731384
,,0.9001419,9731384
,,1.1281986,9731385
,,0.39966584,9731385
,,1.035546,9731385
,,0.8437446,9731385
,,0.6487205,9731386
,,0.854218336,9731386
,,0.917866736,9731386
,,1.3127489,9731386
,,1.1330327,9731387
,,0.98151517,9731387
,,1.242655,9731387
,,1.0975829,9731388
,,1.427155,9731388
,,0.965401664,9731388
,,1.1854017,9731388
,,1.297441,9731389
,,1.5633646,9731389
,,1.2982468,9731389
,,1.4682947,9731390
,,1.1813732,9731390
,,1.3046922,9731390
,,1.047631,9731390
,,1.1410894,9731391
,,1.047631,9731391
,,0.94445416,9731391
,,1.1805676,9731391
,,1.2079606,9731392
,,0.5229847,9731392
,,1.0282445,9731392
,,0.34165712,9731393
,,0.3456855,9731393
,,0.60516364,9731393
,,0.8211352,9731393
,,0.68417024,9731394
,,0.09748684,9731394
,,0.6785306,9731394
,,0.65919436,9731395
,,0.52701308,9731395
,,0.55601732,9731395
,,1.0081025,9731395
,,0.22725108,9731396
,,0.48511784,9731396
,,0.3086244,9731396
,,0.4770611,9731396
,,0.55118332,9731397
,,0.58743876,9731397
,,0.74701304,9731397
,,0.736539236,9731398
,,0.7220371,9731398
,,1.0564934,9731398
,,1.0274388,9731398
,,1.2297138,9731399
,,1.4674891,9731399
,,2.2410894,9731399
,,2.084788,9731400
,,2.1532708,9731400
,,1.9381048,9731400
,,2.0283406,9731400
,,2.0807598,9731401
,,2.4046922,9731401
,,2.347489,9731401
,,2.3837448,9731401
,,2.335404,9731402
,,2.3249302,9731402
,,2.432891,9731402
,,2.3458776,9731403
,,2.2733668,9731403
,,2.2273932,9731403
,,2.2225588,9731403
,,2.5433188,9731404
,,1.895404,9731404
,,2.1113756,9731404
,,1.485214,9731405
,,2.297537,9731405
,,1.4118471,9731405
,,2.0525108,9731405
,,1.1676767,9731406
,,0.949288136,9731406
,,1.2264912,9731406
,,1.1314213,9731406
,,1.2200457,9731407
,,1.1580087,9731407
,,0.6285786,9731407
,,0.7655436,9731408
,,0.8840284,9731408
,,0.342462768,9731408
,,0.32393226,9731408
,,0.47947812,9731409
,,0.5366811,9731409
,,0.6712795,9731409
,,0.6156375,9731410
,,0.46497596,9731410
,,0.1909453,9731410
,,0.63421832,9731410
,,0.46900432,9731411
,,0.355353632,9731411
,,0.7317052,9731411
,,1.2966354,9731411
,,1.1580087,9731412
,,0.98554352,9731412
,,1.075024,9731412
,,1.0637446,9731413
,,0.87436024,9731413
,,1.4102358,9731413
,,1.83089952,9731413
,,1.927631,9731414
,,1.8010895,9731414
,,1.8083406,9731414
,,1.4416572,9731414
,,2.0243122,9731415
,,2.0799542,9731415
,,1.2708538,9731415
,,1.92038,9731416
,,1.89056984,9731416
,,1.84781868,9731416
,,1.5972029,9731416
,,1.6882948,9731417
,,1.5287205,9731417
,,1.4666835,9731417
,,1.3353078,9731418
,,1.1443122,9731418
,,1.1153078,9731418
,,1.1378668,9731418
,,0.9355917,9731419
,,0.687393,9731419
,,1.2491004,9731419
,,1.0234103,9731419
,,0.209526216,9731420
,,0.427914836,9731420
