vuelta,tiempo_us,voltaje_V
2087,-27456513.0,0.04189517
2087,-27433940.0,0.08137331
2087,-27411387.0,0.13213092
2087,-27388775.0,0.1836942
2087,-27366224.0,0.23530784
2087,-27343616.0,0.2876768
2087,-27321065.0,0.32393226
2087,-27298448.0,0.340045784
2087,-27275744.0,0.35374228
2087,-27253061.0,0.33037764
2087,-27230426.0,0.2981506
2087,-27207871.0,0.25544976
2087,-27185281.0,0.213554584
2087,-27162609.0,0.14502175
2087,-27139994.0,0.08379034
2087,-27117446.0,0.05075761
2087,-27094891.0,0.022558938
2087,-27072270.0,0.032227056
2087,-27049673.0,0.02658732
2087,-27027120.0,0.049146256
2087,-27004516.0,0.09748684
2087,-26981977.0,0.16113527
2087,-26959357.0,0.2264454
2087,-26936813.0,0.28928816
2087,-26914223.0,0.35777064
2087,-26891618.0,0.4044999
2087,-26869067.0,0.444028384
2087,-26846384.0,0.4528908
2087,-26823839.0,0.44
2087,-26801349.0,0.41094528
2087,-26778749.0,0.3626047
2087,-26756197.0,0.31265276
2087,-26733578.0,0.23933622
2087,-26710910.0,0.16194094
2087,-26688279.0,0.10876631
2087,-26665657.0,0.07089952
2087,-26643113.0,0.04189517
2087,-26620546.0,0.01772488
2087,-26598005.0,0.02417029
2087,-26575443.0,0.04592355
2087,-26552899.0,0.084596016
2087,-26530304.0,0.13696498
2087,-26507704.0,0.19577934
2087,-26485090.0,0.25867244
2087,-26462492.0,0.2884825
2087,-26439924.0,0.329572
2087,-26417432.0,0.348908232
2087,-26394753.0,0.34487984
2087,-26372174.0,0.33360036
2087,-26349565.0,0.29976196
2087,-26326962.0,0.2538384
2087,-26304425.0,0.200613416
2087,-26281763.0,0.14099336
2087,-26259161.0,0.09104142
2087,-26236615.0,0.049951932
2087,-26214029.0,0.034644084
2087,-26191420.0,0.027392994
2087,-26168749.0,0.0378667868
2087,-26146032.0,0.05559167
2087,-26123470.0,0.09909819
2087,-26100901.0,0.16274662
2087,-26078288.0,0.2264454
2087,-26055748.0,0.28525978
2087,-26033146.0,0.348102536
2087,-26010476.0,0.4069169
2087,-25987913.0,0.4222751
2087,-25965355.0,0.435165936
2087,-25942708.0,0.42872052
2087,-25920116.0,0.39966584
2087,-25897528.0,0.35374228
2087,-25874928.0,0.29976196
2087,-25852342.0,0.23289082
2087,-25829739.0,0.16758068
2087,-25807149.0,0.11118334
2087,-25784539.0,0.063648424
2087,-25761944.0,0.0362554368
2087,-25739272.0,0.016919204
2087,-25716667.0,0.03303273
2088,-25694081.0,0.052368964
2088,-25671475.0,0.084596016
2088,-25648857.0,0.13777066
2088,-25626178.0,0.1909453
2088,-25603578.0,0.24739298
2088,-25580962.0,0.2949279
2088,-25558403.0,0.3287663
2088,-25535848.0,0.34649116
2088,-25513266.0,0.35777064
2088,-25490663.0,0.32393226
2088,-25468064.0,0.29412222
2088,-25445442.0,0.24739298
2088,-25422843.0,0.19900206
2088,-25400235.0,0.13535362
2088,-25377638.0,0.084596016
2088,-25355043.0,0.047534904
2088,-25332441.0,0.020141908
2088,-25309837.0,0.020947584
2088,-25287251.0,0.02658732
2088,-25264709.0,0.058814372
2088,-25242090.0,0.10715495
2088,-25219468.0,0.17886014
2088,-25196869.0,0.237724868
2088,-25174205.0,0.29895628
2088,-25151601.0,0.3634104
2088,-25128874.0,0.4222751
2088,-25106288.0,0.44080568
2088,-25083634.0,0.46094756
2088,-25061018.0,0.438388616
2088,-25038334.0,0.39966584
2088,-25015756.0,0.3529366
2088,-24993202.0,0.29412222
2088,-24970600.0,0.2264454
2088,-24948060.0,0.15871824
2088,-24925463.0,0.10393225
2088,-24902838.0,0.058008696
2088,-24880238.0,0.029004348
2088,-24857621.0,0.024975966
2088,-24835023.0,0.029004348
2088,-24812413.0,0.058814372
2088,-24789821.0,0.09587548
2088,-24767270.0,0.14582742
2088,-24744653.0,0.20872054
2088,-24722034.0,0.25786676
2088,-24699440.0,0.30943006
2088,-24676844.0,0.33440602
2088,-24654238.0,0.33037764
2088,-24631622.0,0.3497139
2088,-24609072.0,0.33762876
2088,-24586477.0,0.29251088
2088,-24563837.0,0.24255892
2088,-24541162.0,0.184499884
2088,-24518462.0,0.13213092
2088,-24495840.0,0.07895628
2088,-24473289.0,0.0378667868
2088,-24450609.0,0.016919204
2088,-24428000.0,0.012890821
2088,-24405380.0,0.041089492
2088,-24382783.0,0.065259784
2088,-24360174.0,0.11279469
2088,-24337552.0,0.17563744
2088,-24314937.0,0.24014192
2088,-24292348.0,0.30298466
2088,-24269729.0,0.37710688
2088,-24247122.0,0.402082836
2088,-24224442.0,0.427109168
2088,-24201776.0,0.43436024
2088,-24179179.0,0.4230808
2088,-24156626.0,0.3932204
2088,-24134085.0,0.342462768
2088,-24111406.0,0.28687114
2088,-24088782.0,0.221611344
2088,-24066114.0,0.16194094
2088,-24043496.0,0.10151522
2088,-24020852.0,0.05559167
2088,-23998250.0,0.02658732
2088,-23975648.0,0.02175326
2088,-23953103.0,0.027392994
2089,-23930454.0,0.05559167
